Position,Element,Name,Type,Requirement,Min,Max,Repeat,Notes,Remarks,Codes,URL
SG-01,157,Shipment Status Code,Identifier (ID),Conditional,1,2,-,Code indicating the status of a shipment,"R010203: At least one of SG-01, SG-02 or SG-03 is required",175,https://www.stedi.com/edi/x12-004010/segment/SG
SG-02,641,Status Reason Code,Identifier (ID),Conditional,3,3,-,Code indicating the status reason,,387,https://www.stedi.com/edi/x12-004010/segment/SG
SG-03,35,Disposition Code,Identifier (ID),Conditional,2,2,-,Code advising the carrier or port authority about postings to a bill of lading,,,https://www.stedi.com/edi/x12-004010/segment/SG
SG-04,373,Date,Date (DT),Optional,8,8,-,Date expressed as CCYYMMDD,,,https://www.stedi.com/edi/x12-004010/segment/SG
SG-05,337,Time,Time (TM),Conditional,4,8,-,"Time expressed in 24-hour clock time as follows: HHMM, or HHMMSS, or HHMMSSD, or HHMMSSDD, where H = hours (00-23), M = minutes (00-59), S = integer seconds (00-59) and DD = decimal seconds; decimal seconds are expressed as follows: D = tenths (0-9) and DD = hundredths (00-99)",,,https://www.stedi.com/edi/x12-004010/segment/SG
SG-06,623,Time Code,Identifier (ID),Optional,2,2,-,"Code identifying the time. In accordance with International Standards Organization standard 8601, time can be specified by a + or - and an indication in hours in relation to Universal Time Coordinate (UTC) time; since + is a restricted character, + and - are substituted by P and M in the codes that follow","C0605: If SG-06 is present, then SG-05 is required",51,https://www.stedi.com/edi/x12-004010/segment/SG
